seed,update_index,case_hash,G_before,G_after,before_bucket,after_bucket,transition_kind,vote_before,vote_after
76,0,2646f155b13f2cc0d935559b56631ff0ff42721531664f060419270e42c18aa6,0,0,G=0,G=0,other,0,0
76,0,317020e0964df390d195ef2ae49e9478b098ee63a2a0ee4d75b02af345f42ea2,5,5,G>=3,G>=3,other,1,1
76,0,336c5214ed9dc2195afc62857d20c59c336688efb3a31e70ec50655e4f418797,0,0,G=0,G=0,other,0,0
76,0,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,5,5,G>=3,G>=3,other,1,1
76,0,3deabf9b9c323a771c0b318f2774163d59baf008d1c2d77b73c5c37f429163a3,0,0,G=0,G=0,other,0,0
76,0,4733520e8a6955819b0b16d2c4075184e95d50bd8b9dab0d50e4a3c22a2bfb16,0,1,G=0,G=1,newly_covered,0,0
76,0,4ad63306fa21c7bffc987dcb73710c460d4522ea5587d44394f6e28484d0b1e2,0,0,G=0,G=0,other,0,0
76,0,5c924ef8d381530365efe24a3aff5bc105ce2dc3d6507bc541e6831cfa175c87,5,4,G>=3,G>=3,other,1,1
76,0,6837bb7a46bd6e7f040d59684cbc05fc04a38f2796fd391a170a763eda01346a,5,5,G>=3,G>=3,other,1,1
76,0,6a8c507c3b102c94db7b1b3a35cf7af00bc3120d0b94b7ec946c9e24e76f7d17,5,5,G>=3,G>=3,other,1,1
76,0,6b1afb0b7f0bb50c261322321bfa33b4130cbbcbca330a24909a7f5e98c828dd,5,5,G>=3,G>=3,other,1,1
76,0,71e3f3e5a562b598e6f3034c6fc877115657e9d03a9db4937468011cf20c3637,5,5,G>=3,G>=3,other,1,1
76,0,728ef4cdf3bb0ca50aff48ebe1dc628f62f8312d4b7208cdb590e564bba48dc5,5,5,G>=3,G>=3,other,1,1
76,0,7dab8ad9c205723dbebad7a102e8c470a0442eae2732c0cfb647d8f57a0a49e5,0,1,G=0,G=1,newly_covered,0,0
76,0,7f40ae01b1f7a7ebbaadde2725cfcc29664d1bf96aa113244d78e7ae925ceb33,0,1,G=0,G=1,newly_covered,0,0
76,0,87a94dce012ec1ba6bcb62819ba69dd4e56b8b8b7cfcdebc9737206e4fdc020b,0,1,G=0,G=1,newly_covered,0,0
76,0,8d4a01b074fe9a59a269b731d5a15e76b925bf625af26f593ba84d9ca4e0a9e8,5,5,G>=3,G>=3,other,1,1
76,0,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,0,0,G=0,G=0,other,0,0
76,0,979681b1a557ac0030a3e215ffb3b6e937f53a44b74fadb491738c0353e87411,0,0,G=0,G=0,other,0,0
76,0,af7c2733e48510c2516b7c40decda6634b9c94739f117433d9a4487d597573fa,0,0,G=0,G=0,other,0,0
76,0,b310d29d6d76004fb7749d2d0c2d9a07ca45bcbce1e66cdedee15497008cd3f2,5,5,G>=3,G>=3,other,1,1
76,0,b331705d6cd6bf849dd5dc0d48af7450dddd0ba80fc9b5ff63dbe39112b1d46f,5,5,G>=3,G>=3,other,1,1
76,0,b361e6bef071289a5492732ea2fc847f657e4d0f228bd9dc4e27752a574a5d91,5,5,G>=3,G>=3,other,1,1
76,0,b7dcece0a28530f697a00f10e9f181273d1dc57155e0dbfa3f3b79744c4121ff,5,5,G>=3,G>=3,other,1,1
76,0,b7e82cb2f4134d67be7021016fc8ad323f8282064352db91f01375ccb4cc2fa0,5,5,G>=3,G>=3,other,1,1
76,0,bdaa4594970f655c2d0dbd1691b7c4330924bcb36afd4189bf473387ad10ae24,0,0,G=0,G=0,other,0,0
76,0,c208800b8ed515fe54bab2e4847d3d275a39072bb605d6e4b34803228b4df193,0,1,G=0,G=1,newly_covered,0,0
76,0,cdaea76bd3636de0666dc0c6b49f62482fefa9d315cbe73b21eeb6902e72d07b,0,0,G=0,G=0,other,0,0
76,0,d4225803d8221f8df957272a9ed21e9d6908f7ff56da3958d1dbee01ba45b1f4,0,1,G=0,G=1,newly_covered,0,0
76,0,d5d495028e00bd429b35b8aeed9ff4527348680e0153ffe0ade28ec4729cc985,0,0,G=0,G=0,other,0,0
76,0,dd20b1c732b9982c1d884e38117fb43fbc46e7af305990d2990028daabad2e95,0,0,G=0,G=0,other,0,0
76,0,ee5610000bebaf040e7bfca27356ef30f1b9884d13f211f3b3e675420941b23f,5,4,G>=3,G>=3,other,1,1
76,0,f10ba5709246366a6bb51c54cd85f5635d92886a052eb77ca903a5e4998dc666,0,1,G=0,G=1,newly_covered,0,0
76,0,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,0,1,G=0,G=1,newly_covered,0,0
76,0,f90ee1dd23611516c359124b243365b2d65326a3fa72643b1549e646b8a088e3,0,0,G=0,G=0,other,0,0
76,0,fa90db782fb5056039ceda1ed1ffef86fa73db1fd089d88feb50d059f103bba8,0,0,G=0,G=0,other,0,0
76,0,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,0,1,G=0,G=1,newly_covered,0,0
76,1,16d05f3cee7428583825abbe11be3ac60e4732630add5ad583ec3a6e8ea5f4c6,5,5,G>=3,G>=3,other,1,1
76,1,18a8f9697a4e968acfc90115b3e9dfba0161243a5411e87e076e8e1b056493af,5,4,G>=3,G>=3,other,1,1
76,1,193d14b7050758fc99ba2d05bb86fb5b0fc650052cddf073bd1f54c71a52fb79,5,5,G>=3,G>=3,other,1,1
76,1,1a3a5d3f89ee4286b298ad85744c0653b8a14735cdfbadfe9e594f3d84443752,0,0,G=0,G=0,other,0,0
76,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,5,5,G>=3,G>=3,other,1,1
76,1,30d1c8a11d6c3abe5d3c919ad986f07d044dbb2d632cf935c6ef4244ac0cb4f5,1,1,G=1,G=1,other,0,0
76,1,349c6e4a5d3d97876de1bed28c9a1ff0b2d2952a63d45f15f362932e5c62db06,5,5,G>=3,G>=3,other,1,1
76,1,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,5,5,G>=3,G>=3,other,1,1
76,1,38829bd4db069f2e3a10c6dc7e12a3774d887cddc24449c5d5449c6674715788,4,4,G>=3,G>=3,other,1,1
76,1,3ce46e376ea8ae439bb5745e2667ad9c935e3cfce4aa14a943a0135b6d64a34f,1,2,G=1,G=2,other,0,0
76,1,419c38b4ba783bfc4238b03729f893204d1444673f9a450264ca9043a8176d0b,5,5,G>=3,G>=3,other,1,1
76,1,4edf7bcca12a8a169fe1e33dab1b5652d39a731c0e9f89503f8f44489e431d9d,5,4,G>=3,G>=3,other,1,1
76,1,5170e473b609bc29b0cb6b6a1349275f7e6a16d7ba0ae355ba53b28d4796faf9,5,5,G>=3,G>=3,other,1,1
76,1,541a81feeaf06f656d0b8ccd1cf9561c45a6a7cded674247c0e7272b41a8a52d,5,5,G>=3,G>=3,other,1,1
76,1,54aabb6c0af18de3668ce909cd41f04e7174b1735d8da35faac243969b16e28c,4,3,G>=3,G>=3,other,1,1
76,1,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,1,1,G=1,G=1,other,0,0
76,1,57aed234596f8f1788f53a5629ec0dc114496e104feb966997fb1456be0ad70a,0,1,G=0,G=1,newly_covered,0,0
76,1,5aa5eabe5e5486223cbd68106c628f908b0b2651e403fbbaffe649fbad3380eb,5,5,G>=3,G>=3,other,1,1
76,1,5f0242867b353baa8f0ba58b50b70f19261119a72643c4c0008ab77d515b392d,5,5,G>=3,G>=3,other,1,1
76,1,5fc0c380ebaf73e7770021ef1253d6d47c369509c390515245b02de72bb3a3f1,4,4,G>=3,G>=3,other,1,1
76,1,62409362a1bac86ef51f659741b05dd9fc029376f1efef98b2e9d2593b715f27,5,5,G>=3,G>=3,other,1,1
76,1,642037de3dbd9f4976da7adca780692a6794973b3eda39da85f7c62faeff5834,4,4,G>=3,G>=3,other,1,1
76,1,6a5e390c06bbc75192f83c92a376b7eb717c48b0de5e44947d34d8f131bc1b1e,0,0,G=0,G=0,other,0,0
76,1,6fa5ee91395b1d1821a85c5633292d352b239baf9e4054f8c9dc4eab9fcfdbe6,1,2,G=1,G=2,other,0,0
76,1,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,1,2,G=1,G=2,other,0,0
76,1,7b6ae7cfd6a146cb707034f56239309607291c5ccec05746eaa2603af33d4c6f,1,1,G=1,G=1,other,0,0
76,1,7d2f43d26ab0611f363f94cba746995b986c979de9665a5f34a240ec1eefbe39,1,1,G=1,G=1,other,0,0
76,1,8689dd2f6bc4596ee682822a1d82fb586bd5a8c4444987b36c0ca6292b512602,5,5,G>=3,G>=3,other,1,1
76,1,88ec4eabc6a1c35a93d956128678edc3e9b57a532e89fd47aaf5477d3ed36db0,1,2,G=1,G=2,other,0,0
76,1,8e3ca52bf0691d183ab3c974e881d42309c7b20e8bfc56d9e0842431a9350a23,5,5,G>=3,G>=3,other,1,1
76,1,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,0,1,G=0,G=1,newly_covered,0,0
76,1,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,1,1,G=1,G=1,other,0,0
76,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,1,1,G=1,G=1,other,0,0
76,1,b0e1cd597bbe93388c904ea21d6cb9127209e8d692ed0d4857144d6f7aca4582,5,4,G>=3,G>=3,other,1,1
76,1,b235d916aae1c1d8603d3b41a46cba63bc8b0886fcf5abefff88fccb6ab502be,5,5,G>=3,G>=3,other,1,1
76,1,b3271f14c417a14669867b20f3029e0137703b57ea87d4953fd0d3cc5137962e,5,4,G>=3,G>=3,other,1,1
76,1,b6e74902855cead0f962991542a66c3f5c5fcf0cc4f97947e3aff7146455f066,5,4,G>=3,G>=3,other,1,1
76,1,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,5,5,G>=3,G>=3,other,1,1
76,1,bf93eab7018c887760b53dcdf65392139af85b2b9d87ed35da8b2c58df7257e5,1,1,G=1,G=1,other,0,0
76,1,c71cafbaa8501253f35fe2c44c578c813cd743c92019dcdee3df64bd25acf526,4,4,G>=3,G>=3,other,1,1
76,1,c7cfcef52e4f3b05dd5ba8014557518b95190211373ff06889942aebe9af8fa4,0,0,G=0,G=0,other,0,0
76,1,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,5,4,G>=3,G>=3,other,1,1
76,1,e303c87c24d6e8314ba05b5c22267f67ad8bf2dbdcee161df5ae75e397feef32,0,1,G=0,G=1,newly_covered,0,0
76,1,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,5,5,G>=3,G>=3,other,1,1
76,1,e900edf6c34c03dad91c415993a3d990a9ac51e6651f1834a370ed6b88271ebd,5,5,G>=3,G>=3,other,1,1
76,1,eaa56e803233e6f91d7c9d15c857370e40a8c6386da1aafa82f0f52416330257,5,5,G>=3,G>=3,other,1,1
76,1,f030e0805009d60a9288adb4be47ebe5f15d1f4b10f83d5d434f9609d13b61a4,5,4,G>=3,G>=3,other,1,1
76,1,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,5,4,G>=3,G>=3,other,1,1
76,1,fa988bad87796a2b4d1c10346788374862445be61dfb69e2853a8ec10d94df02,5,5,G>=3,G>=3,other,1,1
76,1,ff77951ead20acedb613ba7b67c41bbb17397ac55bef240de03aaca43c4c2531,5,4,G>=3,G>=3,other,1,1
76,1,00561ca3ce843fc7872c655dfcfd3ae22c79412e9297ea3858600203959b8d16,1,1,G=1,G=1,other,0,0
76,1,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,5,4,G>=3,G>=3,other,1,1
76,1,024dc4509549a4c6af93432fa503efffb14204e0936eea504604f4482ea6a47b,0,0,G=0,G=0,other,0,0
76,1,02c4fb68e34c1a4672fe1f08eae762250b21e853a88c7d12230f791a1e60fd18,5,5,G>=3,G>=3,other,1,1
76,1,0c91d68a9f1f9d551d3f0d95b69becfec9727d30cd36c2f344f96b5735f01336,1,2,G=1,G=2,other,0,0
76,1,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,0,0,G=0,G=0,other,0,0
76,1,0f0b0315639b5e146bf33284ae4310d669f69fb9a6007e83113cf1d2bd94fe94,0,1,G=0,G=1,newly_covered,0,0
76,1,138a463ad6ab47bc1df5b7480ddc584f53ad4bca5a464627f327eb5b8e326a6d,5,4,G>=3,G>=3,other,1,1
76,1,13bc39c926081f04b8e256af08f7faaabead9f5bee36b7b3c007442fdfeec024,1,1,G=1,G=1,other,0,0
76,1,18295a22847ff6b690848ca5028a5d19af59c1b4cf2b09fb08dca5c9818a9211,1,1,G=1,G=1,other,0,0
76,1,1c0f1040a2b851016580032d22b4118bb0e69a649cc18f4dbf4f78b4b171e41b,4,3,G>=3,G>=3,other,1,1
76,1,22c0ba5ad8e9739b31ae0b64bee01a9e573492e4734295087f650669b8d5cd0a,0,0,G=0,G=0,other,0,0
76,1,25bc24fa4de5569184adfcc1d623ce91ed889f31e2b8d70a09e8d631e423530e,5,4,G>=3,G>=3,other,1,1
76,1,2646f155b13f2cc0d935559b56631ff0ff42721531664f060419270e42c18aa6,0,0,G=0,G=0,other,0,0
76,1,317020e0964df390d195ef2ae49e9478b098ee63a2a0ee4d75b02af345f42ea2,5,5,G>=3,G>=3,other,1,1
76,1,336c5214ed9dc2195afc62857d20c59c336688efb3a31e70ec50655e4f418797,0,0,G=0,G=0,other,0,0
76,1,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,5,4,G>=3,G>=3,other,1,1
76,1,3deabf9b9c323a771c0b318f2774163d59baf008d1c2d77b73c5c37f429163a3,0,0,G=0,G=0,other,0,0
76,1,4733520e8a6955819b0b16d2c4075184e95d50bd8b9dab0d50e4a3c22a2bfb16,1,1,G=1,G=1,other,0,0
76,1,4ad63306fa21c7bffc987dcb73710c460d4522ea5587d44394f6e28484d0b1e2,0,1,G=0,G=1,newly_covered,0,0
76,1,5c924ef8d381530365efe24a3aff5bc105ce2dc3d6507bc541e6831cfa175c87,4,4,G>=3,G>=3,other,1,1
76,1,6837bb7a46bd6e7f040d59684cbc05fc04a38f2796fd391a170a763eda01346a,5,5,G>=3,G>=3,other,1,1
76,1,6a8c507c3b102c94db7b1b3a35cf7af00bc3120d0b94b7ec946c9e24e76f7d17,5,5,G>=3,G>=3,other,1,1
76,1,6b1afb0b7f0bb50c261322321bfa33b4130cbbcbca330a24909a7f5e98c828dd,5,4,G>=3,G>=3,other,1,1
76,1,71e3f3e5a562b598e6f3034c6fc877115657e9d03a9db4937468011cf20c3637,5,5,G>=3,G>=3,other,1,1
76,1,728ef4cdf3bb0ca50aff48ebe1dc628f62f8312d4b7208cdb590e564bba48dc5,5,5,G>=3,G>=3,other,1,1
76,1,7dab8ad9c205723dbebad7a102e8c470a0442eae2732c0cfb647d8f57a0a49e5,1,1,G=1,G=1,other,0,0
76,1,7f40ae01b1f7a7ebbaadde2725cfcc29664d1bf96aa113244d78e7ae925ceb33,1,1,G=1,G=1,other,0,0
76,1,87a94dce012ec1ba6bcb62819ba69dd4e56b8b8b7cfcdebc9737206e4fdc020b,1,1,G=1,G=1,other,0,0
76,1,8d4a01b074fe9a59a269b731d5a15e76b925bf625af26f593ba84d9ca4e0a9e8,5,5,G>=3,G>=3,other,1,1
76,1,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,0,0,G=0,G=0,other,0,0
76,1,979681b1a557ac0030a3e215ffb3b6e937f53a44b74fadb491738c0353e87411,0,0,G=0,G=0,other,0,0
76,1,af7c2733e48510c2516b7c40decda6634b9c94739f117433d9a4487d597573fa,0,1,G=0,G=1,newly_covered,0,0
76,1,b310d29d6d76004fb7749d2d0c2d9a07ca45bcbce1e66cdedee15497008cd3f2,5,5,G>=3,G>=3,other,1,1
76,1,b331705d6cd6bf849dd5dc0d48af7450dddd0ba80fc9b5ff63dbe39112b1d46f,5,5,G>=3,G>=3,other,1,1
76,1,b361e6bef071289a5492732ea2fc847f657e4d0f228bd9dc4e27752a574a5d91,5,5,G>=3,G>=3,other,1,1
76,1,b7dcece0a28530f697a00f10e9f181273d1dc57155e0dbfa3f3b79744c4121ff,5,5,G>=3,G>=3,other,1,1
76,1,b7e82cb2f4134d67be7021016fc8ad323f8282064352db91f01375ccb4cc2fa0,5,5,G>=3,G>=3,other,1,1
76,1,bdaa4594970f655c2d0dbd1691b7c4330924bcb36afd4189bf473387ad10ae24,0,0,G=0,G=0,other,0,0
76,1,c208800b8ed515fe54bab2e4847d3d275a39072bb605d6e4b34803228b4df193,1,1,G=1,G=1,other,0,0
76,1,cdaea76bd3636de0666dc0c6b49f62482fefa9d315cbe73b21eeb6902e72d07b,0,0,G=0,G=0,other,0,0
76,1,d4225803d8221f8df957272a9ed21e9d6908f7ff56da3958d1dbee01ba45b1f4,1,2,G=1,G=2,other,0,0
76,1,d5d495028e00bd429b35b8aeed9ff4527348680e0153ffe0ade28ec4729cc985,0,1,G=0,G=1,newly_covered,0,0
76,1,dd20b1c732b9982c1d884e38117fb43fbc46e7af305990d2990028daabad2e95,0,1,G=0,G=1,newly_covered,0,0
76,1,ee5610000bebaf040e7bfca27356ef30f1b9884d13f211f3b3e675420941b23f,4,4,G>=3,G>=3,other,1,1
76,1,f10ba5709246366a6bb51c54cd85f5635d92886a052eb77ca903a5e4998dc666,1,2,G=1,G=2,other,0,0
76,1,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,1,1,G=1,G=1,other,0,0
76,1,f90ee1dd23611516c359124b243365b2d65326a3fa72643b1549e646b8a088e3,0,1,G=0,G=1,newly_covered,0,0
76,1,fa90db782fb5056039ceda1ed1ffef86fa73db1fd089d88feb50d059f103bba8,0,1,G=0,G=1,newly_covered,0,0
76,1,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,1,1,G=1,G=1,other,0,0
76,2,16d05f3cee7428583825abbe11be3ac60e4732630add5ad583ec3a6e8ea5f4c6,5,5,G>=3,G>=3,other,1,1
76,2,18a8f9697a4e968acfc90115b3e9dfba0161243a5411e87e076e8e1b056493af,4,4,G>=3,G>=3,other,1,1
76,2,193d14b7050758fc99ba2d05bb86fb5b0fc650052cddf073bd1f54c71a52fb79,5,4,G>=3,G>=3,other,1,1
76,2,1a3a5d3f89ee4286b298ad85744c0653b8a14735cdfbadfe9e594f3d84443752,0,0,G=0,G=0,other,0,0
76,2,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,5,4,G>=3,G>=3,other,1,1
76,2,30d1c8a11d6c3abe5d3c919ad986f07d044dbb2d632cf935c6ef4244ac0cb4f5,1,1,G=1,G=1,other,0,0
76,2,349c6e4a5d3d97876de1bed28c9a1ff0b2d2952a63d45f15f362932e5c62db06,5,5,G>=3,G>=3,other,1,1
76,2,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,5,5,G>=3,G>=3,other,1,1
76,2,38829bd4db069f2e3a10c6dc7e12a3774d887cddc24449c5d5449c6674715788,4,4,G>=3,G>=3,other,1,1
