seed,setting,update_index,accepted_update_rank,target_agent_id,g_parent,g_child,transition_count
48,S0,5,3,0,2,3,9
48,S0,5,3,0,2,4,0
48,S0,5,3,0,2,5,0
48,S0,5,3,0,3,0,0
48,S0,5,3,0,3,1,0
48,S0,5,3,0,3,2,2
48,S0,5,3,0,3,3,3
48,S0,5,3,0,3,4,0
48,S0,5,3,0,3,5,0
48,S0,5,3,0,4,0,0
48,S0,5,3,0,4,1,0
48,S0,5,3,0,4,2,0
48,S0,5,3,0,4,3,0
48,S0,5,3,0,4,4,2
48,S0,5,3,0,4,5,0
48,S0,5,3,0,5,0,0
48,S0,5,3,0,5,1,0
48,S0,5,3,0,5,2,0
48,S0,5,3,0,5,3,0
48,S0,5,3,0,5,4,5
48,S0,5,3,0,5,5,38
48,S0,6,4,1,0,0,11
48,S0,6,4,1,0,1,0
48,S0,6,4,1,0,2,0
48,S0,6,4,1,0,3,0
48,S0,6,4,1,0,4,0
48,S0,6,4,1,0,5,0
48,S0,6,4,1,1,0,0
48,S0,6,4,1,1,1,4
48,S0,6,4,1,1,2,0
48,S0,6,4,1,1,3,0
48,S0,6,4,1,1,4,0
48,S0,6,4,1,1,5,0
48,S0,6,4,1,2,0,0
48,S0,6,4,1,2,1,0
48,S0,6,4,1,2,2,3
48,S0,6,4,1,2,3,0
48,S0,6,4,1,2,4,0
48,S0,6,4,1,2,5,0
48,S0,6,4,1,3,0,0
48,S0,6,4,1,3,1,0
48,S0,6,4,1,3,2,0
48,S0,6,4,1,3,3,11
48,S0,6,4,1,3,4,1
48,S0,6,4,1,3,5,0
48,S0,6,4,1,4,0,0
48,S0,6,4,1,4,1,0
48,S0,6,4,1,4,2,0
48,S0,6,4,1,4,3,2
48,S0,6,4,1,4,4,3
48,S0,6,4,1,4,5,2
48,S0,6,4,1,5,0,0
48,S0,6,4,1,5,1,0
48,S0,6,4,1,5,2,0
48,S0,6,4,1,5,3,0
48,S0,6,4,1,5,4,0
48,S0,6,4,1,5,5,38
48,S1,1,1,0,0,0,15
48,S1,1,1,0,0,1,10
48,S1,1,1,0,0,2,0
48,S1,1,1,0,0,3,0
48,S1,1,1,0,0,4,0
48,S1,1,1,0,0,5,0
48,S1,1,1,0,1,0,0
48,S1,1,1,0,1,1,0
48,S1,1,1,0,1,2,0
48,S1,1,1,0,1,3,0
48,S1,1,1,0,1,4,0
48,S1,1,1,0,1,5,0
48,S1,1,1,0,2,0,0
48,S1,1,1,0,2,1,0
48,S1,1,1,0,2,2,0
48,S1,1,1,0,2,3,0
48,S1,1,1,0,2,4,0
48,S1,1,1,0,2,5,0
48,S1,1,1,0,3,0,0
48,S1,1,1,0,3,1,0
48,S1,1,1,0,3,2,0
48,S1,1,1,0,3,3,0
48,S1,1,1,0,3,4,0
48,S1,1,1,0,3,5,0
48,S1,1,1,0,4,0,0
48,S1,1,1,0,4,1,0
48,S1,1,1,0,4,2,0
48,S1,1,1,0,4,3,0
48,S1,1,1,0,4,4,0
48,S1,1,1,0,4,5,0
48,S1,1,1,0,5,0,0
48,S1,1,1,0,5,1,0
48,S1,1,1,0,5,2,0
48,S1,1,1,0,5,3,0
48,S1,1,1,0,5,4,8
48,S1,1,1,0,5,5,42
48,S1,2,2,0,0,0,8
48,S1,2,2,0,0,1,7
48,S1,2,2,0,0,2,0
48,S1,2,2,0,0,3,0
48,S1,2,2,0,0,4,0
48,S1,2,2,0,0,5,0
48,S1,2,2,0,1,0,0
48,S1,2,2,0,1,1,10
48,S1,2,2,0,1,2,0
48,S1,2,2,0,1,3,0
48,S1,2,2,0,1,4,0
48,S1,2,2,0,1,5,0
48,S1,2,2,0,2,0,0
48,S1,2,2,0,2,1,0
48,S1,2,2,0,2,2,0
48,S1,2,2,0,2,3,0
48,S1,2,2,0,2,4,0
48,S1,2,2,0,2,5,0
48,S1,2,2,0,3,0,0
48,S1,2,2,0,3,1,0
48,S1,2,2,0,3,2,0
48,S1,2,2,0,3,3,0
48,S1,2,2,0,3,4,0
48,S1,2,2,0,3,5,0
48,S1,2,2,0,4,0,0
48,S1,2,2,0,4,1,0
48,S1,2,2,0,4,2,0
48,S1,2,2,0,4,3,0
48,S1,2,2,0,4,4,1
48,S1,2,2,0,4,5,7
48,S1,2,2,0,5,0,0
48,S1,2,2,0,5,1,0
48,S1,2,2,0,5,2,0
48,S1,2,2,0,5,3,0
48,S1,2,2,0,5,4,5
48,S1,2,2,0,5,5,37
48,S1,8,3,3,0,0,8
48,S1,8,3,3,0,1,0
48,S1,8,3,3,0,2,0
48,S1,8,3,3,0,3,0
48,S1,8,3,3,0,4,0
48,S1,8,3,3,0,5,0
48,S1,8,3,3,1,0,0
48,S1,8,3,3,1,1,8
48,S1,8,3,3,1,2,9
48,S1,8,3,3,1,3,0
48,S1,8,3,3,1,4,0
48,S1,8,3,3,1,5,0
48,S1,8,3,3,2,0,0
48,S1,8,3,3,2,1,0
48,S1,8,3,3,2,2,0
48,S1,8,3,3,2,3,0
48,S1,8,3,3,2,4,0
48,S1,8,3,3,2,5,0
48,S1,8,3,3,3,0,0
48,S1,8,3,3,3,1,0
48,S1,8,3,3,3,2,0
48,S1,8,3,3,3,3,0
48,S1,8,3,3,3,4,0
48,S1,8,3,3,3,5,0
48,S1,8,3,3,4,0,0
48,S1,8,3,3,4,1,0
48,S1,8,3,3,4,2,0
48,S1,8,3,3,4,3,1
48,S1,8,3,3,4,4,5
48,S1,8,3,3,4,5,0
48,S1,8,3,3,5,0,0
48,S1,8,3,3,5,1,0
48,S1,8,3,3,5,2,0
48,S1,8,3,3,5,3,0
48,S1,8,3,3,5,4,5
48,S1,8,3,3,5,5,39
48,S1,13,4,4,0,0,8
48,S1,13,4,4,0,1,0
48,S1,13,4,4,0,2,0
48,S1,13,4,4,0,3,0
48,S1,13,4,4,0,4,0
48,S1,13,4,4,0,5,0
48,S1,13,4,4,1,0,0
48,S1,13,4,4,1,1,7
48,S1,13,4,4,1,2,1
48,S1,13,4,4,1,3,0
48,S1,13,4,4,1,4,0
48,S1,13,4,4,1,5,0
48,S1,13,4,4,2,0,0
48,S1,13,4,4,2,1,0
48,S1,13,4,4,2,2,0
48,S1,13,4,4,2,3,9
48,S1,13,4,4,2,4,0
48,S1,13,4,4,2,5,0
48,S1,13,4,4,3,0,0
48,S1,13,4,4,3,1,0
48,S1,13,4,4,3,2,1
48,S1,13,4,4,3,3,0
48,S1,13,4,4,3,4,0
48,S1,13,4,4,3,5,0
48,S1,13,4,4,4,0,0
48,S1,13,4,4,4,1,0
48,S1,13,4,4,4,2,0
48,S1,13,4,4,4,3,3
48,S1,13,4,4,4,4,7
48,S1,13,4,4,4,5,0
48,S1,13,4,4,5,0,0
48,S1,13,4,4,5,1,0
48,S1,13,4,4,5,2,0
48,S1,13,4,4,5,3,0
48,S1,13,4,4,5,4,0
48,S1,13,4,4,5,5,39
48,S1,17,5,3,0,0,8
48,S1,17,5,3,0,1,0
48,S1,17,5,3,0,2,0
48,S1,17,5,3,0,3,0
48,S1,17,5,3,0,4,0
48,S1,17,5,3,0,5,0
48,S1,17,5,3,1,0,0
48,S1,17,5,3,1,1,7
48,S1,17,5,3,1,2,0
48,S1,17,5,3,1,3,0
48,S1,17,5,3,1,4,0
48,S1,17,5,3,1,5,0
48,S1,17,5,3,2,0,0
48,S1,17,5,3,2,1,0
48,S1,17,5,3,2,2,1
48,S1,17,5,3,2,3,1
48,S1,17,5,3,2,4,0
48,S1,17,5,3,2,5,0
48,S1,17,5,3,3,0,0
48,S1,17,5,3,3,1,0
48,S1,17,5,3,3,2,0
48,S1,17,5,3,3,3,12
48,S1,17,5,3,3,4,0
48,S1,17,5,3,3,5,0
48,S1,17,5,3,4,0,0
48,S1,17,5,3,4,1,0
48,S1,17,5,3,4,2,0
48,S1,17,5,3,4,3,1
48,S1,17,5,3,4,4,6
48,S1,17,5,3,4,5,0
48,S1,17,5,3,5,0,0
48,S1,17,5,3,5,1,0
48,S1,17,5,3,5,2,0
48,S1,17,5,3,5,3,0
48,S1,17,5,3,5,4,0
48,S1,17,5,3,5,5,39
48,S2,0,1,1,0,0,13
48,S2,0,1,1,0,1,12
48,S2,0,1,1,0,2,0
48,S2,0,1,1,0,3,0
48,S2,0,1,1,0,4,0
48,S2,0,1,1,0,5,0
48,S2,0,1,1,1,0,0
48,S2,0,1,1,1,1,0
48,S2,0,1,1,1,2,0
48,S2,0,1,1,1,3,0
48,S2,0,1,1,1,4,0
48,S2,0,1,1,1,5,0
48,S2,0,1,1,2,0,0
48,S2,0,1,1,2,1,0
48,S2,0,1,1,2,2,0
48,S2,0,1,1,2,3,0
48,S2,0,1,1,2,4,0
48,S2,0,1,1,2,5,0
48,S2,0,1,1,3,0,0
48,S2,0,1,1,3,1,0
48,S2,0,1,1,3,2,0
48,S2,0,1,1,3,3,0
48,S2,0,1,1,3,4,0
48,S2,0,1,1,3,5,0
48,S2,0,1,1,4,0,0
48,S2,0,1,1,4,1,0
48,S2,0,1,1,4,2,0
48,S2,0,1,1,4,3,0
48,S2,0,1,1,4,4,0
48,S2,0,1,1,4,5,0
48,S2,0,1,1,5,0,0
48,S2,0,1,1,5,1,0
48,S2,0,1,1,5,2,0
48,S2,0,1,1,5,3,0
48,S2,0,1,1,5,4,8
48,S2,0,1,1,5,5,42
48,S2,1,2,0,0,0,13
48,S2,1,2,0,0,1,0
48,S2,1,2,0,0,2,0
48,S2,1,2,0,0,3,0
48,S2,1,2,0,0,4,0
48,S2,1,2,0,0,5,0
48,S2,1,2,0,1,0,0
48,S2,1,2,0,1,1,1
48,S2,1,2,0,1,2,11
48,S2,1,2,0,1,3,0
48,S2,1,2,0,1,4,0
48,S2,1,2,0,1,5,0
48,S2,1,2,0,2,0,0
48,S2,1,2,0,2,1,0
48,S2,1,2,0,2,2,0
48,S2,1,2,0,2,3,0
48,S2,1,2,0,2,4,0
48,S2,1,2,0,2,5,0
48,S2,1,2,0,3,0,0
48,S2,1,2,0,3,1,0
48,S2,1,2,0,3,2,0
48,S2,1,2,0,3,3,0
48,S2,1,2,0,3,4,0
48,S2,1,2,0,3,5,0
48,S2,1,2,0,4,0,0
48,S2,1,2,0,4,1,0
48,S2,1,2,0,4,2,0
48,S2,1,2,0,4,3,6
48,S2,1,2,0,4,4,2
48,S2,1,2,0,4,5,0
48,S2,1,2,0,5,0,0
48,S2,1,2,0,5,1,0
48,S2,1,2,0,5,2,0
48,S2,1,2,0,5,3,0
48,S2,1,2,0,5,4,1
48,S2,1,2,0,5,5,41
48,S2,2,3,4,0,0,12
48,S2,2,3,4,0,1,1
48,S2,2,3,4,0,2,0
48,S2,2,3,4,0,3,0
48,S2,2,3,4,0,4,0
48,S2,2,3,4,0,5,0
48,S2,2,3,4,1,0,0
48,S2,2,3,4,1,1,1
48,S2,2,3,4,1,2,0
48,S2,2,3,4,1,3,0
48,S2,2,3,4,1,4,0
48,S2,2,3,4,1,5,0
48,S2,2,3,4,2,0,0
48,S2,2,3,4,2,1,0
48,S2,2,3,4,2,2,3
48,S2,2,3,4,2,3,8
48,S2,2,3,4,2,4,0
48,S2,2,3,4,2,5,0
48,S2,2,3,4,3,0,0
48,S2,2,3,4,3,1,0
48,S2,2,3,4,3,2,4
48,S2,2,3,4,3,3,2
48,S2,2,3,4,3,4,0
48,S2,2,3,4,3,5,0
48,S2,2,3,4,4,0,0
48,S2,2,3,4,4,1,0
48,S2,2,3,4,4,2,0
48,S2,2,3,4,4,3,0
48,S2,2,3,4,4,4,3
48,S2,2,3,4,4,5,0
48,S2,2,3,4,5,0,0
48,S2,2,3,4,5,1,0
48,S2,2,3,4,5,2,0
48,S2,2,3,4,5,3,0
48,S2,2,3,4,5,4,4
48,S2,2,3,4,5,5,37
48,S2,4,4,4,0,0,12
48,S2,4,4,4,0,1,0
48,S2,4,4,4,0,2,0
48,S2,4,4,4,0,3,0
48,S2,4,4,4,0,4,0
48,S2,4,4,4,0,5,0
48,S2,4,4,4,1,0,0
48,S2,4,4,4,1,1,2
48,S2,4,4,4,1,2,0
48,S2,4,4,4,1,3,0
48,S2,4,4,4,1,4,0
48,S2,4,4,4,1,5,0
48,S2,4,4,4,2,0,0
48,S2,4,4,4,2,1,0
48,S2,4,4,4,2,2,5
48,S2,4,4,4,2,3,2
48,S2,4,4,4,2,4,0
48,S2,4,4,4,2,5,0
48,S2,4,4,4,3,0,0
48,S2,4,4,4,3,1,0
48,S2,4,4,4,3,2,1
48,S2,4,4,4,3,3,9
48,S2,4,4,4,3,4,0
48,S2,4,4,4,3,5,0
48,S2,4,4,4,4,0,0
48,S2,4,4,4,4,1,0
48,S2,4,4,4,4,2,0
48,S2,4,4,4,4,3,0
48,S2,4,4,4,4,4,5
48,S2,4,4,4,4,5,2
48,S2,4,4,4,5,0,0
48,S2,4,4,4,5,1,0
48,S2,4,4,4,5,2,0
48,S2,4,4,4,5,3,0
48,S2,4,4,4,5,4,0
48,S2,4,4,4,5,5,37
48,S2,10,5,1,0,0,11
48,S2,10,5,1,0,1,1
48,S2,10,5,1,0,2,0
48,S2,10,5,1,0,3,0
48,S2,10,5,1,0,4,0
48,S2,10,5,1,0,5,0
48,S2,10,5,1,1,0,0
48,S2,10,5,1,1,1,2
48,S2,10,5,1,1,2,0
48,S2,10,5,1,1,3,0
48,S2,10,5,1,1,4,0
48,S2,10,5,1,1,5,0
48,S2,10,5,1,2,0,0
48,S2,10,5,1,2,1,1
48,S2,10,5,1,2,2,4
48,S2,10,5,1,2,3,1
48,S2,10,5,1,2,4,0
48,S2,10,5,1,2,5,0
48,S2,10,5,1,3,0,0
48,S2,10,5,1,3,1,0
48,S2,10,5,1,3,2,0
48,S2,10,5,1,3,3,11
48,S2,10,5,1,3,4,0
48,S2,10,5,1,3,5,0
48,S2,10,5,1,4,0,0
48,S2,10,5,1,4,1,0
48,S2,10,5,1,4,2,0
48,S2,10,5,1,4,3,0
48,S2,10,5,1,4,4,5
48,S2,10,5,1,4,5,0
48,S2,10,5,1,5,0,0
48,S2,10,5,1,5,1,0
48,S2,10,5,1,5,2,0
48,S2,10,5,1,5,3,0
48,S2,10,5,1,5,4,0
48,S2,10,5,1,5,5,39
48,S2,16,6,0,0,0,10
48,S2,16,6,0,0,1,1
48,S2,16,6,0,0,2,0
48,S2,16,6,0,0,3,0
48,S2,16,6,0,0,4,0
48,S2,16,6,0,0,5,0
48,S2,16,6,0,1,0,0
48,S2,16,6,0,1,1,3
48,S2,16,6,0,1,2,1
48,S2,16,6,0,1,3,0
48,S2,16,6,0,1,4,0
48,S2,16,6,0,1,5,0
48,S2,16,6,0,2,0,0
48,S2,16,6,0,2,1,0
48,S2,16,6,0,2,2,3
48,S2,16,6,0,2,3,1
48,S2,16,6,0,2,4,0
48,S2,16,6,0,2,5,0
48,S2,16,6,0,3,0,0
48,S2,16,6,0,3,1,0
48,S2,16,6,0,3,2,0
48,S2,16,6,0,3,3,11
48,S2,16,6,0,3,4,1
48,S2,16,6,0,3,5,0
48,S2,16,6,0,4,0,0
48,S2,16,6,0,4,1,0
48,S2,16,6,0,4,2,0
48,S2,16,6,0,4,3,2
48,S2,16,6,0,4,4,3
48,S2,16,6,0,4,5,0
48,S2,16,6,0,5,0,0
48,S2,16,6,0,5,1,0
48,S2,16,6,0,5,2,0
48,S2,16,6,0,5,3,0
48,S2,16,6,0,5,4,1
48,S2,16,6,0,5,5,38
48,S2,22,7,4,0,0,10
48,S2,22,7,4,0,1,0
48,S2,22,7,4,0,2,0
48,S2,22,7,4,0,3,0
48,S2,22,7,4,0,4,0
48,S2,22,7,4,0,5,0
48,S2,22,7,4,1,0,0
48,S2,22,7,4,1,1,4
48,S2,22,7,4,1,2,0
48,S2,22,7,4,1,3,0
48,S2,22,7,4,1,4,0
48,S2,22,7,4,1,5,0
48,S2,22,7,4,2,0,0
48,S2,22,7,4,2,1,0
48,S2,22,7,4,2,2,3
48,S2,22,7,4,2,3,1
48,S2,22,7,4,2,4,0
48,S2,22,7,4,2,5,0
48,S2,22,7,4,3,0,0
48,S2,22,7,4,3,1,0
48,S2,22,7,4,3,2,0
48,S2,22,7,4,3,3,14
48,S2,22,7,4,3,4,0
48,S2,22,7,4,3,5,0
48,S2,22,7,4,4,0,0
48,S2,22,7,4,4,1,0
48,S2,22,7,4,4,2,0
48,S2,22,7,4,4,3,0
48,S2,22,7,4,4,4,4
48,S2,22,7,4,4,5,1
48,S2,22,7,4,5,0,0
48,S2,22,7,4,5,1,0
48,S2,22,7,4,5,2,0
48,S2,22,7,4,5,3,0
48,S2,22,7,4,5,4,0
48,S2,22,7,4,5,5,38
49,S0,1,1,1,0,0,13
49,S0,1,1,1,0,1,12
49,S0,1,1,1,0,2,0
49,S0,1,1,1,0,3,0
49,S0,1,1,1,0,4,0
49,S0,1,1,1,0,5,0
49,S0,1,1,1,1,0,0
49,S0,1,1,1,1,1,0
49,S0,1,1,1,1,2,0
49,S0,1,1,1,1,3,0
49,S0,1,1,1,1,4,0
49,S0,1,1,1,1,5,0
49,S0,1,1,1,2,0,0
49,S0,1,1,1,2,1,0
49,S0,1,1,1,2,2,0
49,S0,1,1,1,2,3,0
49,S0,1,1,1,2,4,0
49,S0,1,1,1,2,5,0
49,S0,1,1,1,3,0,0
49,S0,1,1,1,3,1,0
49,S0,1,1,1,3,2,0
49,S0,1,1,1,3,3,0
49,S0,1,1,1,3,4,0
49,S0,1,1,1,3,5,0
49,S0,1,1,1,4,0,0
49,S0,1,1,1,4,1,0
49,S0,1,1,1,4,2,0
49,S0,1,1,1,4,3,0
49,S0,1,1,1,4,4,0
49,S0,1,1,1,4,5,0
49,S0,1,1,1,5,0,0
49,S0,1,1,1,5,1,0
49,S0,1,1,1,5,2,0
49,S0,1,1,1,5,3,0
49,S0,1,1,1,5,4,9
49,S0,1,1,1,5,5,41
49,S0,6,2,1,0,0,8
49,S0,6,2,1,0,1,5
49,S0,6,2,1,0,2,0
49,S0,6,2,1,0,3,0
49,S0,6,2,1,0,4,0
49,S0,6,2,1,0,5,0
49,S0,6,2,1,1,0,6
49,S0,6,2,1,1,1,6
49,S0,6,2,1,1,2,0
49,S0,6,2,1,1,3,0
49,S0,6,2,1,1,4,0
49,S0,6,2,1,1,5,0
49,S0,6,2,1,2,0,0
49,S0,6,2,1,2,1,0
49,S0,6,2,1,2,2,0
49,S0,6,2,1,2,3,0
49,S0,6,2,1,2,4,0
49,S0,6,2,1,2,5,0
49,S0,6,2,1,3,0,0
49,S0,6,2,1,3,1,0
49,S0,6,2,1,3,2,0
49,S0,6,2,1,3,3,0
49,S0,6,2,1,3,4,0
49,S0,6,2,1,3,5,0
49,S0,6,2,1,4,0,0
49,S0,6,2,1,4,1,0
49,S0,6,2,1,4,2,0
49,S0,6,2,1,4,3,0
49,S0,6,2,1,4,4,3
49,S0,6,2,1,4,5,6
49,S0,6,2,1,5,0,0
49,S0,6,2,1,5,1,0
49,S0,6,2,1,5,2,0
49,S0,6,2,1,5,3,0
49,S0,6,2,1,5,4,2
49,S0,6,2,1,5,5,39
49,S0,9,3,4,0,0,14
49,S0,9,3,4,0,1,0
49,S0,9,3,4,0,2,0
49,S0,9,3,4,0,3,0
49,S0,9,3,4,0,4,0
49,S0,9,3,4,0,5,0
49,S0,9,3,4,1,0,0
49,S0,9,3,4,1,1,1
49,S0,9,3,4,1,2,10
49,S0,9,3,4,1,3,0
49,S0,9,3,4,1,4,0
49,S0,9,3,4,1,5,0
49,S0,9,3,4,2,0,0
49,S0,9,3,4,2,1,0
49,S0,9,3,4,2,2,0
49,S0,9,3,4,2,3,0
49,S0,9,3,4,2,4,0
49,S0,9,3,4,2,5,0
49,S0,9,3,4,3,0,0
49,S0,9,3,4,3,1,0
49,S0,9,3,4,3,2,0
49,S0,9,3,4,3,3,0
49,S0,9,3,4,3,4,0
49,S0,9,3,4,3,5,0
49,S0,9,3,4,4,0,0
49,S0,9,3,4,4,1,0
49,S0,9,3,4,4,2,0
49,S0,9,3,4,4,3,5
49,S0,9,3,4,4,4,0
49,S0,9,3,4,4,5,0
49,S0,9,3,4,5,0,0
49,S0,9,3,4,5,1,0
49,S0,9,3,4,5,2,0
49,S0,9,3,4,5,3,0
49,S0,9,3,4,5,4,0
49,S0,9,3,4,5,5,45
49,S0,13,4,3,0,0,14
49,S0,13,4,3,0,1,0
49,S0,13,4,3,0,2,0
49,S0,13,4,3,0,3,0
49,S0,13,4,3,0,4,0
49,S0,13,4,3,0,5,0
49,S0,13,4,3,1,0,0
49,S0,13,4,3,1,1,1
49,S0,13,4,3,1,2,0
49,S0,13,4,3,1,3,0
49,S0,13,4,3,1,4,0
49,S0,13,4,3,1,5,0
49,S0,13,4,3,2,0,0
49,S0,13,4,3,2,1,0
49,S0,13,4,3,2,2,2
49,S0,13,4,3,2,3,8
49,S0,13,4,3,2,4,0
49,S0,13,4,3,2,5,0
49,S0,13,4,3,3,0,0
49,S0,13,4,3,3,1,0
49,S0,13,4,3,3,2,4
49,S0,13,4,3,3,3,1
49,S0,13,4,3,3,4,0
49,S0,13,4,3,3,5,0
49,S0,13,4,3,4,0,0
49,S0,13,4,3,4,1,0
49,S0,13,4,3,4,2,0
49,S0,13,4,3,4,3,0
49,S0,13,4,3,4,4,0
49,S0,13,4,3,4,5,0
49,S0,13,4,3,5,0,0
49,S0,13,4,3,5,1,0
49,S0,13,4,3,5,2,0
49,S0,13,4,3,5,3,0
49,S0,13,4,3,5,4,3
49,S0,13,4,3,5,5,42
49,S0,18,5,3,0,0,14
49,S0,18,5,3,0,1,0
49,S0,18,5,3,0,2,0
49,S0,18,5,3,0,3,0
49,S0,18,5,3,0,4,0
49,S0,18,5,3,0,5,0
49,S0,18,5,3,1,0,0
49,S0,18,5,3,1,1,0
49,S0,18,5,3,1,2,1
49,S0,18,5,3,1,3,0
49,S0,18,5,3,1,4,0
49,S0,18,5,3,1,5,0
49,S0,18,5,3,2,0,0
49,S0,18,5,3,2,1,0
49,S0,18,5,3,2,2,3
49,S0,18,5,3,2,3,3
49,S0,18,5,3,2,4,0
49,S0,18,5,3,2,5,0
49,S0,18,5,3,3,0,0
49,S0,18,5,3,3,1,0
49,S0,18,5,3,3,2,1
49,S0,18,5,3,3,3,8
49,S0,18,5,3,3,4,0
49,S0,18,5,3,3,5,0
49,S0,18,5,3,4,0,0
49,S0,18,5,3,4,1,0
49,S0,18,5,3,4,2,0
49,S0,18,5,3,4,3,0
49,S0,18,5,3,4,4,1
49,S0,18,5,3,4,5,2
49,S0,18,5,3,5,0,0
49,S0,18,5,3,5,1,0
49,S0,18,5,3,5,2,0
49,S0,18,5,3,5,3,0
49,S0,18,5,3,5,4,1
49,S0,18,5,3,5,5,41
49,S1,0,1,0,0,0,14
49,S1,0,1,0,0,1,11
49,S1,0,1,0,0,2,0
49,S1,0,1,0,0,3,0
49,S1,0,1,0,0,4,0
49,S1,0,1,0,0,5,0
49,S1,0,1,0,1,0,0
49,S1,0,1,0,1,1,0
49,S1,0,1,0,1,2,0
49,S1,0,1,0,1,3,0
49,S1,0,1,0,1,4,0
49,S1,0,1,0,1,5,0
49,S1,0,1,0,2,0,0
49,S1,0,1,0,2,1,0
49,S1,0,1,0,2,2,0
49,S1,0,1,0,2,3,0
49,S1,0,1,0,2,4,0
49,S1,0,1,0,2,5,0
49,S1,0,1,0,3,0,0
49,S1,0,1,0,3,1,0
49,S1,0,1,0,3,2,0
49,S1,0,1,0,3,3,0
49,S1,0,1,0,3,4,0
49,S1,0,1,0,3,5,0
49,S1,0,1,0,4,0,0
49,S1,0,1,0,4,1,0
49,S1,0,1,0,4,2,0
49,S1,0,1,0,4,3,0
49,S1,0,1,0,4,4,0
49,S1,0,1,0,4,5,0
49,S1,0,1,0,5,0,0
49,S1,0,1,0,5,1,0
49,S1,0,1,0,5,2,0
49,S1,0,1,0,5,3,0
49,S1,0,1,0,5,4,9
49,S1,0,1,0,5,5,41
49,S1,1,2,1,0,0,12
49,S1,1,2,1,0,1,2
49,S1,1,2,1,0,2,0
49,S1,1,2,1,0,3,0
49,S1,1,2,1,0,4,0
49,S1,1,2,1,0,5,0
49,S1,1,2,1,1,0,0
49,S1,1,2,1,1,1,4
49,S1,1,2,1,1,2,7
49,S1,1,2,1,1,3,0
49,S1,1,2,1,1,4,0
49,S1,1,2,1,1,5,0
49,S1,1,2,1,2,0,0
49,S1,1,2,1,2,1,0
49,S1,1,2,1,2,2,0
49,S1,1,2,1,2,3,0
49,S1,1,2,1,2,4,0
49,S1,1,2,1,2,5,0
49,S1,1,2,1,3,0,0
49,S1,1,2,1,3,1,0
49,S1,1,2,1,3,2,0
49,S1,1,2,1,3,3,0
49,S1,1,2,1,3,4,0
49,S1,1,2,1,3,5,0
49,S1,1,2,1,4,0,0
49,S1,1,2,1,4,1,0
