case_id,arm,parent_hash,target_member,candidate_hash,candidate_stage,candidate_valid,common_safe_feasible,train_target_gain,train_vote_gain,train_vote_loss,train_vote_net,zero_loss_feasible,would_commit
seed59_passed_u1_t2,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,6d04db9ed6d349c92d8a2c4e4a6b66061aade5a58a2c6aa3ab8dac1b227b9db9,revision,True,True,5,0,0,0,True,False
seed59_passed_u1_t2,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,8303f976ce23c545159829ac4ff9af1af5dc893642887f8ca5e88e140affde04,revision,True,True,4,0,0,0,True,False
seed59_passed_u1_t2,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,33dbd6ac3ba10ea31485aab3c9cedccada05037eb3482a4c6d4d34e53790c123,source,True,True,1,0,0,0,True,False
seed59_passed_u1_t2,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,339dec802225ee220fa9936defa34056bda819551b0bc091fcb0441caa3fe3f8,source,True,True,1,0,0,0,True,False
seed59_passed_u1_t2,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,a2294e2aff49dd0207e0a2f20cce01f0671fa527fbda8df8e5da4acc0e3f7a60,revision,True,True,6,0,0,0,True,True
seed59_passed_u1_t2,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,269aa651c5d1715ba9897e904588f6492c43dcfd27544a54cdc447931d73d13d,revision,True,True,4,0,0,0,True,False
seed60_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,da455573232346527bd946af9c16d6884d2f7c6309625f214b232e83601f7625,source,True,True,5,0,0,0,True,False
seed60_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,79115b9b2b2de45dad4c3f0ee2fceff5dbf254ea8769ef5fd449d70bbf850554,source,True,True,7,0,0,0,True,False
seed60_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,5758a0202272f38845765692b703195edd3fa4685823cf506995c4d562de12b9,revision,True,True,12,0,0,0,True,True
seed60_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,0180f9342bebd4d8076280fb4d7ee95a13a3965642473bc6a14bce9abb35825e,revision,True,True,6,0,0,0,True,False
seed60_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,90c6c944ac4fcfe10cd18867e7c5c72869a9378ebfffa66b8ced7af838ca1003,source,True,True,6,0,0,0,True,False
seed60_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,b30d71229f2cd926bd77a554bd5bfd20210eb1c51d18fc324d49cc9b5d898399,source,True,False,0,0,0,0,False,False
seed60_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,1ae3cfeb2fbe9c7092b337ac50dd77585f6feaba343893b47da5b588a80f3c07,revision,True,True,11,0,0,0,True,True
seed60_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,d2da85d2b477b8359f46620c5bb933b09d6692240f1160f783783ec890034754,revision,True,False,-5,0,0,0,False,False
seed60_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,d9feb6726c08967be10b49600c30d287a99eca7c8f4431dd8e760fafb0350da0,source,True,True,6,0,0,0,True,True
seed60_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,a9b16169f548a3272c36a5e29de22349ca9bb644b27713f47197fe2a0e5a48e7,source,True,True,3,0,0,0,True,False
seed60_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,11cd361e75f68da549f28a75d21555ee66b50b8239723811bdb4d647e9dd5acc,revision,True,False,-4,0,0,0,False,False
seed60_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,8b6bd1a92cda80112c2e2e8c2e925eb48eb25875e938ef4b47e0bd4f39fda491,revision,True,False,-1,0,0,0,False,False
seed60_passed_u1_t3,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,62e42819d7d6c1f7fc82784500db3183c4800b851783ead2db2385833cc0b00f,source,True,False,0,0,0,0,False,False
seed60_passed_u1_t3,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,262d0c02038c16ed0024474a16116c976cfff1905079a9035480f061f24aa5aa,revision,True,False,0,0,0,0,False,False
seed60_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,847b3d9159955e6ef89e789f7b725f2deab9e7fa178d3b583a854b95212b13ac,source,True,True,1,0,0,0,True,False
seed60_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,35f8995538b99ba7d8a577e947af0c3f6b465606e3d56c859996d969443c91d0,source,True,False,-3,0,0,0,False,False
seed60_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,d75b9d18c7cfa9cfbfac4df0df2effcbcaedfc6b2735ae5e8cfb37136aea2ad4,revision,True,True,5,0,0,0,True,True
seed60_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,40e22cb52e31c50073a55aa64e0d10c4c6e6a14c063cb6b4c5eca2787fa6945d,revision,True,True,4,0,0,0,True,False
seed61_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,fae20e8f7c5c61e6b427f72756c44ef1e0fadf118bc996fb060188d50e4592b1,source,True,False,-19,0,0,0,False,False
seed61_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,95730f2a40c587350a942e23c736688608d7aaf04bf5d50e83f11ec965ab75f2,source,True,True,3,0,0,0,True,True
seed61_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,12a31cf79201a34a4db8a942be2232818cfe62bffc52bf836754cd0edc51f048,revision,True,False,-20,0,0,0,False,False
seed61_blocked_u0_t0,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,9647101cbb58d05be38953a5a8d01687a55c5ca5379a4daf1c0af4fba999c6ee,revision,True,False,-3,0,0,0,False,False
seed61_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,baaa3f9a0642290aa899e00f68dbf8ddc53fe839b662a3bc6df1f50728dbf002,source,True,True,5,0,0,0,True,False
seed61_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,1522818f8de1fc07df5f897039e35b1580b5113c1fe00d7e217b4c437ed6db80,source,True,True,7,0,0,0,True,True
seed61_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,8ae683394141e500a452bb37a5f4f9bf7d9a5a84fe3d203e6b0bb8823a243d47,revision,True,False,-3,0,0,0,False,False
seed61_blocked_u0_t0,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,0,f8b7c408c91931e0b8d2adc3856a83966ba9a0ac1f8de9f9c317856d03fcc1b8,revision,True,False,-1,0,0,0,False,False
seed61_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,46ad185aef7d33437e968af611379df7711273f100026cc1436454d0dcb6a3be,source,True,True,6,0,0,0,True,False
seed61_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,fcf67768b268dccccb8dca2c4be51b93a0fa47cd61122606684907c42a11d146,source,True,True,7,0,0,0,True,False
seed61_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,055152bcb11b442faf9fe53af3c685b39daf7b6fa75fe715c38ad0cc386f5a4b,revision,True,True,10,0,0,0,True,True
seed61_passed_u1_t3,A_CANONICAL,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,0c08a17c25a2143f992c0f00bf40d22a637fb4e478e69703cc720d6d5e61cb3f,revision,True,True,10,0,0,0,True,False
seed61_passed_u1_t3,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,618b295e084a287aa264c80cac241708ce298326d1141bd60497b7acef08f83d,source,True,True,6,0,0,0,True,False
seed61_passed_u1_t3,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,f3e365fb85496eacab2855635e1df1456d4458e1ce7f43b55e6323b214cd54d5,source,True,True,4,0,0,0,True,False
seed61_passed_u1_t3,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,5b429c7d16ec79487e40dd087a2f305364eaaed4679a588bdf97747fd1607af3,revision,True,True,10,0,0,0,True,True
seed61_passed_u1_t3,C_NO_SEMANTIC_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,81fc1b62ba3fa9f1dd13662ffb5b7f0206d245c411e138088ffcca068d7ef641,revision,True,True,7,0,0,0,True,False
seed61_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,dea6797ac283fff202e4cf29b9eb5da9f509cdb2bc033741ca09f772a0f81305,source,True,True,5,0,0,0,True,False
seed61_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,d530992f55d7566047658f6aba05167720f3b5e82e0cac753561797bf8e3805a,source,True,True,5,0,0,0,True,False
seed61_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,3c28f6dc679d16dd2374bf883196cc166e46bcd3dc906b6c1f06f77909a4d618,revision,True,True,9,0,0,0,True,True
seed61_passed_u1_t3,D_ADVISORY_CRITIC,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,4170cf9b0762a71da0cdb244a96e1f7adb8b9e2540c092f9b2bf63c415d3ed46,revision,True,True,9,0,0,0,True,False
