candidate_hash,case_id,parent_competence_role,parent_gold_vote_count,parent_largest_wrong_vote_count,parent_plurality_margin,parent_vote_correct,question_hash,scope,seed,transition
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,4,1,3,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,4,1,3,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,88c2cc95314e18fab5f6dcabddca91c124e999a080bcc604f23aa6f51d2409ed,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,b361e6bef071289a5492732ea2fc847f657e4d0f228bd9dc4e27752a574a5d91,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,be306a54d5fd78716f8762885f9f374ce1a0cb9d213a29b3bc84e6c4708d4e55,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,not_parent_correct,0,5,-5,False,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,nonresponsibility,48,gain
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,not_parent_correct,1,4,-3,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,responsibility,48,gain
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,ca57cd6622e9376e622d4942ae59b70818b3992be3d9bf9032632c26435fd22f,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,not_parent_correct,1,4,-3,False,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,nonresponsibility,48,gain
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,d898b348a6212cc5d6d9a0e602c2482cce53c09e92ad6287d2ccf6cca5bde353,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,df360c368987d8dbc17e1fa2bc8f00cc572e2ccfe1f0ece5b47e2f67fb7e7e99,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,4,1,3,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,fd5520653af0e27c0dca4ecec5484299994533fd9cabde8f0a574789c9bc0b91,nonresponsibility,48,loss
df37e4360977a65edcb47bc7786fbc48869469065668ed5aabdaa703d98af8d2,seed48_structural_parent1_target0,stable,5,0,5,True,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,stable,5,0,5,True,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,nonresponsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,stable,5,0,5,True,4c91d834f4b0dffc5275ccba1fc683527222f7e87da1c7681d273f34a590729e,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,0,3,-3,False,4e480785c7153bcca216b7f0d10c6385c7ce7ea28e098f3c41e9149f10b738cf,nonresponsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,pivotal,3,2,1,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,nonresponsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,pivotal,3,2,1,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,48,loss
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,48,gain
2249467342abe57b0f01f7aaa251153ceeb91f0bfddf1b030e1fb4e862b4d20f,seed48_structural_parent2_target4,stable,5,0,5,True,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,stable,5,0,5,True,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,nonresponsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,stable,5,0,5,True,4c91d834f4b0dffc5275ccba1fc683527222f7e87da1c7681d273f34a590729e,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,0,3,-3,False,4e480785c7153bcca216b7f0d10c6385c7ce7ea28e098f3c41e9149f10b738cf,nonresponsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,pivotal,3,2,1,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,0,5,-5,False,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,nonresponsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,cd704d3f46a5b79c91695002616f29b6a86eb6104261c5a9317a87dc80e5001b,nonresponsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,pivotal,3,2,1,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,48,loss
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,responsibility,48,gain
c06c7420a7252455b29066ba2990a4a749d7893f86dffd591a89ddce96438481,seed48_structural_parent2_target4,stable,5,0,5,True,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,nonresponsibility,48,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,nonresponsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,4,1,3,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,4,1,3,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,5,0,5,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,4,1,3,True,8d8270991c6f5e20ded8ee33cc24253fd106b70b74cf38455c52ced1e0979fd4,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,nonresponsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,5,0,5,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,stable,5,0,5,True,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,nonresponsibility,49,loss
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,responsibility,49,gain
d03c1d01c3d22954529ba8fc5451248d94a4b54e9842a374909b003064ce3f2e,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,fd5520653af0e27c0dca4ecec5484299994533fd9cabde8f0a574789c9bc0b91,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,4,1,3,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,4,1,3,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,5,0,5,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,5,0,5,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,4,1,3,True,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,stable,5,0,5,True,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,nonresponsibility,49,loss
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,nonresponsibility,49,gain
8740c8ce8cd0dddac5d2157d5261a20a2e362f84c02a77aa60a958316f2b55d2,seed49_structural_parent1_target1,not_parent_correct,1,4,-3,False,fd5520653af0e27c0dca4ecec5484299994533fd9cabde8f0a574789c9bc0b91,nonresponsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,pivotal,3,2,1,True,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,responsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,1,4,-3,False,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,nonresponsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,stable,4,1,3,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,stable,4,1,3,True,8d8270991c6f5e20ded8ee33cc24253fd106b70b74cf38455c52ced1e0979fd4,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,49,gain
