candidate_hash,case_id,parent_competence_role,parent_gold_vote_count,parent_largest_wrong_vote_count,parent_plurality_margin,parent_vote_correct,question_hash,scope,seed,transition
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,pivotal,3,2,1,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,51,loss
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,responsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,stable,5,0,5,True,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,nonresponsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,1,3,-2,False,4e480785c7153bcca216b7f0d10c6385c7ce7ea28e098f3c41e9149f10b738cf,nonresponsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,stable,4,1,3,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,stable,4,1,3,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,nonresponsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,responsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,pivotal,3,2,1,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,51,gain
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,pivotal,3,2,1,True,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,nonresponsibility,51,loss
703d749cf3c3fcc77a252f55058ae7f6305f457606d02e155af086a0cea98f96,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,responsibility,51,gain
