blinded_id,bucket,mean_trace_embedding_chunks,model,question_hash,run_dir,run_name,team_family_diversity,team_family_homogeneity_rate,team_major_family_diversity,trace_embedding_chunk_overlap,trace_embedding_chunk_words,trace_embedding_cosine_diversity,trace_embedding_cosine_similarity,trace_embedding_model,trace_embedding_status,trace_embedding_text_count,trace_token_cosine_diversity,trace_token_cosine_similarity,vote_correct
P7G0036,low_text,1.0,gpt-4o-mini,b52740641844,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.005950208847414706,0.9940497911525853,BAAI/bge-small-en-v1.5,ok,5,0.036788053480344196,0.9632119465196558,1.0
P7G0037,low_strategy,1.0,gpt-4o-mini,b97dc80f265a,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.007958113296232527,0.9920418867037675,BAAI/bge-small-en-v1.5,ok,5,0.0712652834063281,0.9287347165936719,1.0
P7G0038,low_text,1.0,gpt-4o-mini,4b74f9bb8790,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.44064544961534635,1.0,0.0,40,320,0.0050983903726326,0.9949016096273674,BAAI/bge-small-en-v1.5,ok,5,0.023482930946146396,0.9765170690538536,1.0
P7G0039,low_strategy,1.0,qwen2.5-7b-instruct,6e81d90019ee,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.0,1.0,0.0,40,320,0.006464299910228677,0.9935357000897713,BAAI/bge-small-en-v1.5,ok,5,0.03853130837206409,0.9614686916279359,1.0
P7G0040,low_text,1.0,gpt-4o-mini,72d800127956,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.5862880387835466,0.927400665759498,0.6800770457282799,40,320,0.005943615649546152,0.9940563843504538,BAAI/bge-small-en-v1.5,ok,5,0.03359667928829568,0.9664033207117043,1.0
P7G0041,high_strategy,1.0,gpt-4o-mini,9dd74c85c9b5,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.8829321083869613,0.2956324715787121,0.9709505944546688,40,320,0.034223771163109484,0.9657762288368905,BAAI/bge-small-en-v1.5,ok,5,0.09589838678908758,0.9041016132109124,1.0
P7G0042,high_strategy,1.0,deepseek-chat,9988718b5a7a,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9044293069759637,0.3386075949367089,0.9709505944546688,40,320,0.07302226727726047,0.9269777327227395,BAAI/bge-small-en-v1.5,ok,5,0.2043475025295678,0.7956524974704322,1.0
P7G0043,low_strategy,1.0,deepseek-chat,6e81d90019ee,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,0.0,40,320,0.011066894544870975,0.988933105455129,BAAI/bge-small-en-v1.5,ok,5,0.03394651003100324,0.9660534899689968,1.0
P7G0044,low_text,1.0,qwen3.5-plus,1163ebe8b743,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.42772540528006536,0.6363515791475006,0.8554508105601307,40,320,0.0,1.0,BAAI/bge-small-en-v1.5,ok,5,0.0,1.0,1.0
P7G0045,low_strategy,1.0,gemini-2.5-flash-lite,e55445e07e9f,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.0,1.0,0.0,40,320,0.00719941666124968,0.9928005833387503,BAAI/bge-small-en-v1.5,ok,5,0.050051926378005485,0.9499480736219945,1.0
P7G0046,low_strategy,1.0,gpt-4o-mini,11f7bfe474b4,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.007648546994774685,0.9923514530052253,BAAI/bge-small-en-v1.5,ok,5,0.019585723260225563,0.9804142767397744,1.0
P7G0047,low_text,1.0,qwen3.5-plus,4086ecd71425,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.44064544961534635,1.0,0.0,40,320,0.0,1.0,BAAI/bge-small-en-v1.5,ok,5,0.0,1.0,1.0
P7G0048,high_strategy,1.0,qwen3.5-plus,98cc20f41460,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen35_plus_seed42,P4_mixed_strategy_qwen35_plus_seed42,0.9640924242886162,0.3448070249630344,0.9988455359952018,40,320,0.041693097344453145,0.9583069026555469,BAAI/bge-small-en-v1.5,ok,5,0.15036374510802886,0.8496362548919711,1.0
P7G0049,high_text_low_strategy,1.0,qwen2.5-7b-instruct,2d6dfe40fd5d,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.292119405821428,0.7575677194316671,0.584238811642856,40,320,0.2804433978734181,0.7195566021265819,BAAI/bge-small-en-v1.5,ok,5,0.5724002076276299,0.4275997923723701,1.0
P7G0050,low_text_high_strategy,1.0,qwen3.5-plus,e0adf9fd8810,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.7498625669965422,0.4,0.9709505944546688,40,320,0.015164461882145597,0.9848355381178544,BAAI/bge-small-en-v1.5,ok,5,0.07778400278298181,0.9222159972170182,1.0
P7G0051,low_text,1.0,gpt-4o-mini,744ba5fc0ece,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.6136888027785052,0.6468182770975599,0.7702171299455768,40,320,0.002503490940963027,0.997496509059037,BAAI/bge-small-en-v1.5,ok,5,0.018675968453323977,0.981324031546676,1.0
P7G0052,high_text,1.0,qwen2.5-7b-instruct,71a57db45dbf,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.4854752972273344,0.7,0.0,40,320,0.3375972754026738,0.6624027245973262,BAAI/bge-small-en-v1.5,ok,5,0.695178419461105,0.304821580538895,1.0
P7G0053,high_strategy,1.0,gpt-4o-mini,98cc20f41460,prove_experiments\cleaned_runs\P4_same_definition_gpt4omini_seed42,P4_same_definition_gpt4omini_seed42,0.9002929550132142,0.43690420497287397,0.998845535995202,40,320,0.04970113561475975,0.9502988643852402,BAAI/bge-small-en-v1.5,ok,5,0.2067571901669657,0.7932428098330343,1.0
P7G0054,high_text_low_strategy,1.0,qwen2.5-7b-instruct,62df9b0878f8,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.16372245957723808,0.9825298863148483,0.0,40,320,0.30327135723782983,0.6967286427621702,BAAI/bge-small-en-v1.5,ok,5,0.6780466831614662,0.32195331683853384,1.0
P7G0055,high_text,1.0,qwen2.5-7b-instruct,9fa057383e15,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.45465326854412547,0.6587702172129856,0.0,40,320,0.3244656815778646,0.6755343184221354,BAAI/bge-small-en-v1.5,ok,5,0.5595003267291145,0.4404996732708854,0.0
P7G0056,high_strategy,1.0,qwen3.5-plus,e0adf9fd8810,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.9366761780716404,0.37313071356019156,0.9709505944546688,40,320,0.037909166120600135,0.9620908338793999,BAAI/bge-small-en-v1.5,ok,5,0.15853933673240328,0.8414606632675967,1.0
P7G0057,low_text_high_strategy,3.0,gemini-2.5-flash-lite,744ba5fc0ece,prove_experiments\cleaned_runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.6664560990283046,0.2672574552531627,0.9520065643820376,40,320,0.016698176953959587,0.9833018230460404,BAAI/bge-small-en-v1.5,ok,5,0.027312967441636138,0.9726870325583639,1.0
P7G0058,high_strategy,1.0,deepseek-chat,40a7b21be7a8,prove_experiments\cleaned_runs\P4_same_definition_deepseek_chat_seed42,P4_same_definition_deepseek_chat_seed42,0.9609640474436812,0.25,0.9709505944546688,40,320,0.021602931016532323,0.9783970689834677,BAAI/bge-small-en-v1.5,ok,5,0.1417261346396097,0.8582738653603903,1.0
P7G0059,high_text,1.0,qwen2.5-7b-instruct,f1bafee3f8af,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.8126715687706112,0.42501758018520486,0.7219280948873623,40,320,0.3410105413026795,0.6589894586973205,BAAI/bge-small-en-v1.5,ok,5,0.6175027254120962,0.3824972745879039,0.0
P7G0060,low_text_high_strategy,1.0,gpt-4o-mini,0d434c2f3f4e,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.8206467351868331,0.46876318513890364,0.7219280948873625,40,320,0.009107431888717876,0.9908925681112821,BAAI/bge-small-en-v1.5,ok,5,0.08652469957042219,0.9134753004295778,1.0
P7G0061,low_strategy,1.0,gemini-2.5-flash-lite,df0e7d3fed0d,prove_experiments\cleaned_runs\P4_same_definition_gemini_flash_lite_seed42,P4_same_definition_gemini_flash_lite_seed42,0.0,1.0,0.0,40,320,0.009650994783214961,0.990349005216785,BAAI/bge-small-en-v1.5,ok,5,0.08059113679110008,0.9194088632088999,1.0
P7G0062,low_strategy,1.0,gpt-4o-mini,a5e382570629,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.009816309976996784,0.9901836900230032,BAAI/bge-small-en-v1.5,ok,5,0.061271451657274545,0.9387285483427255,1.0
P7G0063,low_text,1.0,gemini-2.5-flash-lite,1e89b7735a6e,prove_experiments\cleaned_runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.2646804326436821,0.9737948294722722,0.0,40,320,0.005276583855771455,0.9947234161442285,BAAI/bge-small-en-v1.5,ok,5,0.032401967647071706,0.9675980323529283,1.0
P7G0064,high_strategy,1.0,gpt-4o-mini,2985ffe3f94f,prove_experiments\cleaned_runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.9467540563344592,0.3125087900926024,0.9709505944546688,40,320,0.05116772616683929,0.9488322738331607,BAAI/bge-small-en-v1.5,ok,5,0.16224263237861136,0.8377573676213886,0.0
P7G0065,low_text,1.0,deepseek-chat,6e81d90019ee,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.0,1.0,0.0,40,320,0.0054177635999878015,0.9945822364000122,BAAI/bge-small-en-v1.5,ok,5,0.021190017979919373,0.9788099820200806,1.0
P7G0066,high_text,1.6,qwen2.5-7b-instruct,de566530eac3,prove_experiments\cleaned_runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.4295186582384212,0.8359854070864031,0.0,40,320,0.33084165627830786,0.6691583437216921,BAAI/bge-small-en-v1.5,ok,5,0.7962222469597052,0.2037777530402948,1.0
P7G0067,low_strategy,1.0,gpt-4o-mini,7df68c8b1641,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.010653452746652414,0.9893465472533476,BAAI/bge-small-en-v1.5,ok,5,0.06289262389571049,0.9371073761042895,1.0
P7G0068,high_text,1.0,qwen2.5-7b-instruct,ae62d92fd751,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.36385685536848716,0.8369523543602156,0.0,40,320,0.3273552297703549,0.6726447702296451,BAAI/bge-small-en-v1.5,ok,5,0.6628898886369039,0.33711011136309604,1.0
P7G0069,high_strategy,2.0,gemini-2.5-flash-lite,66cb33382134,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.887484906008136,0.35206709018239135,0.8883799280388148,40,320,0.08433546201367592,0.9156645379863241,BAAI/bge-small-en-v1.5,ok,5,0.2002417938246277,0.7997582061753723,1.0
P7G0070,high_text,1.0,qwen2.5-7b-instruct,2985ffe3f94f,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6613145283588173,0.29126494315742407,0.8649735207179272,40,320,0.33811878080118707,0.6618812191988129,BAAI/bge-small-en-v1.5,ok,5,0.6283293201923675,0.37167067980763246,0.0
P7G0071,low_text,1.0,gemini-2.5-flash-lite,6e81d90019ee,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.0,1.0,0.0,40,320,0.004811926742447348,0.9951880732575527,BAAI/bge-small-en-v1.5,ok,5,0.010991357774634003,0.989008642225366,1.0
P7G0072,high_strategy,1.0,deepseek-chat,44087b92bed9,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9477776585187795,0.2731307135601916,0.9709505944546688,40,320,0.0552175556009068,0.9447824443990932,BAAI/bge-small-en-v1.5,ok,5,0.1950905491306315,0.8049094508693685,1.0
P7G0073,high_strategy,1.8,gemini-2.5-flash-lite,237e5cab91d3,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.9477776585187794,0.34826699623922786,0.9953784388202258,40,320,0.08569528685803895,0.914304713141961,BAAI/bge-small-en-v1.5,ok,5,0.3532884954437383,0.6467115045562617,0.0
P7G0074,high_text,1.0,qwen2.5-7b-instruct,03c44704cc48,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.41750733961994985,0.7375263702778072,0.0,40,320,0.32945109126993766,0.6705489087300623,BAAI/bge-small-en-v1.5,ok,5,0.5168368520039055,0.48316314799609456,1.0
P7G0075,high_strategy,1.8,deepseek-chat,237e5cab91d3,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.9372222272898199,0.3,0.9709505944546688,40,320,0.054329886034325425,0.9456701139656746,BAAI/bge-small-en-v1.5,ok,5,0.2696084909093496,0.7303915090906504,0.0
